regions,periods,tech,vintage,cost_fixed,cost_fixed_units,cost_fixed_notes
TO,2042,WATWASWWNTPRC_EX,1950,76.12123400552622,k$/Mm3a,WaterWasteWaste waterNorth Toronto Wastewater Treatment PlantProcess
TO,2042,WATWASFWRCHPRC_EX,1950,226.05060485584724,k$/Mm3a,WaterWasteFresh waterR.C. Harris Water Treatment PlantProcess
TO,2042,WATWASFWFJHPRC_EX,1980,226.05060485584724,k$/Mm3a,WaterWasteFresh waterF.J Horgan Water Treatment PlantProcess
TO,2042,WATWASFWRLCPRC_EX,1950,226.05060485584724,k$/Mm3a,WaterWasteFresh waterR.L. Clark Water Treatment PlantProcess
TO,2042,WATWASFWISDPRC_EX,1980,226.05060485584724,k$/Mm3a,WaterWasteFresh waterIsland Water Treatment PlantProcess
TO,2043,WATWASWWABPRC_EX,1950,139.94060783642507,k$/Mm3a,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
TO,2043,WATWASWWABTTE_EX,1950,5.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to Energy
TO,2043,WATWASWWABADIMNGA_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,2043,WATWASWWABUSE_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantExport of energy
TO,2043,WATWASWWABFLR_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantFlaring
TO,2043,WATWASWWHCPRC_EX,1955,156.15594930510107,k$/Mm3a,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantProcess
TO,2043,WATWASWWHCINC_EX,1955,0.0,k$/kta,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,2043,WATWASWWHCINCMNGA_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,2043,WATWASWWHCTTE_EX,1955,5.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to Energy
TO,2043,WATWASWWHCADIMNGA_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,2043,WATWASWWHCUSE_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantExport of energy
TO,2043,WATWASWWHCFLR_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantFlaring
TO,2043,WATWASWWHBPRC_EX,1960,59.30243203536672,k$/Mm3a,WaterWasteWaste waterHumber Wastewater Treatment PlantProcess
TO,2043,WATWASWWHBTTE_EX,1960,5.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to Energy
TO,2043,WATWASWWHBADIMNGA_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,2043,WATWASWWHBUSE_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantExport of energy
TO,2043,WATWASWWHBFLR_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantFlaring
TO,2043,WATWASWWNTPRC_EX,1950,76.12123400552622,k$/Mm3a,WaterWasteWaste waterNorth Toronto Wastewater Treatment PlantProcess
TO,2043,WATWASFWRCHPRC_EX,1950,226.05060485584724,k$/Mm3a,WaterWasteFresh waterR.C. Harris Water Treatment PlantProcess
TO,2043,WATWASFWFJHPRC_EX,1980,226.05060485584724,k$/Mm3a,WaterWasteFresh waterF.J Horgan Water Treatment PlantProcess
TO,2043,WATWASFWRLCPRC_EX,1950,226.05060485584724,k$/Mm3a,WaterWasteFresh waterR.L. Clark Water Treatment PlantProcess
TO,2043,WATWASFWISDPRC_EX,1980,226.05060485584724,k$/Mm3a,WaterWasteFresh waterIsland Water Treatment PlantProcess
TO,2044,WATWASWWABPRC_EX,1950,139.94060783642507,k$/Mm3a,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
TO,2044,WATWASWWABTTE_EX,1950,5.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to Energy
TO,2044,WATWASWWABADIMNGA_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,2044,WATWASWWABUSE_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantExport of energy
TO,2044,WATWASWWABFLR_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantFlaring
TO,2044,WATWASWWHCPRC_EX,1955,156.15594930510107,k$/Mm3a,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantProcess
TO,2044,WATWASWWHCINC_EX,1955,0.0,k$/kta,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
