regions,tech,c2a,c2a_notes
TO,PASTRAROATRULGTRSHCONVNGABIF_23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalNatural GasBi Fuel2023
TO,PASTRAROATRULGTRSHCONVNGA____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalNatural Gas2023
TO,PASTRAROATRULGTRSHCONVPROBIF_23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalPropaneBi Fuel2023
TO,PASTRAROATRULGTRSHCONVPRO____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalPropane2023
TO,PASTRAROATRULGTRSHCONVRDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalRenewable Diesel2023
TO,PASTRAROATRULGTRSHHYBRDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareHybridRenewable Diesel2023
TO,PASTRAROATRULGTRSHCONVDSL____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalDiesel2016
TO,PASTRAROATRULGTRSHCONVGAS____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalGasoline2016
TO,PASTRAROATRULGTRSHCONVNGA____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalNatural Gas2016
TO,PASTRAROATRULGTRSHCONVPRO____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalPropane2016
TO,PASTRAROATRULGTTAXCONVDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalDiesel2023
TO,PASTRAROATRULGTTAXHYBDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerHybridDiesel2023
TO,PASTRAROATRULGTTAXBEV320BELC____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passenger320VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTTAXBEV480BELC____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passenger480VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTTAXBEV640BELC____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passenger640VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTTAXCONVGAS____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalGasoline2023
TO,PASTRAROATRULGTTAXHYBGAS____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerHybridGasoline2023
TO,PASTRAROATRULGTTAXPHEVGASELC_23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerPlug Hybrid VehicleGasolineElectricity2023
TO,PASTRAROATRULGTTAXCELLHH2____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerFuel Cell VehicleHydrogen2023
TO,PASTRAROATRULGTTAXCONVNGABIF_23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalNatural GasBi Fuel2023
TO,PASTRAROATRULGTTAXCONVNGA____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalNatural Gas2023
TO,PASTRAROATRULGTTAXCONVPROBIF_23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalPropaneBi Fuel2023
TO,PASTRAROATRULGTTAXCONVPRO____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalPropane2023
TO,PASTRAROATRULGTTAXCONVRDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalRenewable Diesel2023
TO,PASTRAROATRULGTTAXHYBRDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerHybridRenewable Diesel2023
TO,PASTRAROATRULGTTAXCONVDSL____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalDiesel2016
TO,PASTRAROATRULGTTAXCONVGAS____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalGasoline2016
TO,PASTRAROATRULGTTAXCONVNGA____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalNatural Gas2016
TO,PASTRAROATRULGTTAXCONVPRO____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalPropane2016
TO,PASTRAROATRULGTADRCONVDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalDiesel2023
TO,PASTRAROATRULGTADRHYBDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverHybridDiesel2023
TO,PASTRAROATRULGTADRBEV320BELC____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driver320VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTADRBEV480BELC____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driver480VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTADRBEV640BELC____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driver640VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTADRCONVGAS____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalGasoline2023
TO,PASTRAROATRULGTADRHYBGAS____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverHybridGasoline2023
TO,PASTRAROATRULGTADRPHEVGASELC_23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverPlug Hybrid VehicleGasolineElectricity2023
TO,PASTRAROATRULGTADRCELLHH2____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverFuel Cell VehicleHydrogen2023
TO,PASTRAROATRULGTADRCONVNGABIF_23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalNatural GasBi Fuel2023
TO,PASTRAROATRULGTADRCONVNGA____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalNatural Gas2023
TO,PASTRAROATRULGTADRCONVPROBIF_23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalPropaneBi Fuel2023
TO,PASTRAROATRULGTADRCONVPRO____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalPropane2023
TO,PASTRAROATRULGTADRCONVRDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalRenewable Diesel2023
TO,PASTRAROATRULGTADRHYBRDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverHybridRenewable Diesel2023
TO,PASTRAROATRULGTADRCONVDSL____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalDiesel2016
TO,PASTRAROATRULGTADRCONVGAS____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalGasoline2016
TO,PASTRAROATRULGTADRCONVNGA____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalNatural Gas2016
TO,PASTRAROATRULGTADRCONVPRO____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalPropane2016
TO,PASTRAROATRULGTAPGCONVDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalDiesel2023
TO,PASTRAROATRULGTAPGHYBDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerHybridDiesel2023
TO,PASTRAROATRULGTAPGBEV320BELC____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passenger320VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTAPGBEV480BELC____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passenger480VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTAPGBEV640BELC____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passenger640VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTAPGCONVGAS____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalGasoline2023
TO,PASTRAROATRULGTAPGHYBGAS____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerHybridGasoline2023
TO,PASTRAROATRULGTAPGPHEVGASELC_23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerPlug Hybrid VehicleGasolineElectricity2023
TO,PASTRAROATRULGTAPGCELLHH2____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerFuel Cell VehicleHydrogen2023
TO,PASTRAROATRULGTAPGCONVNGABIF_23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalNatural GasBi Fuel2023
TO,PASTRAROATRULGTAPGCONVNGA____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalNatural Gas2023
TO,PASTRAROATRULGTAPGCONVPROBIF_23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalPropaneBi Fuel2023
TO,PASTRAROATRULGTAPGCONVPRO____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalPropane2023
TO,PASTRAROATRULGTAPGCONVRDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalRenewable Diesel2023
TO,PASTRAROATRULGTAPGHYBRDSL____23,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerHybridRenewable Diesel2023
TO,PASTRAROATRULGTAPGCONVDSL____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalDiesel2016
TO,PASTRAROATRULGTAPGCONVGAS____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalGasoline2016
TO,PASTRAROATRULGTAPGCONVNGA____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalNatural Gas2016
TO,PASTRAROATRULGTAPGCONVPRO____16,350.40000000000003,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalPropane2016
TO,PASTRAROAMOR______BEVBELC____23,350.40000000000003,PassengerTransportationRoadMotorcyclesBattery Electric VehicleBattery Electric Vehicle2023
TO,PASTRAROAMOR______CONVGAS____23,350.40000000000003,PassengerTransportationRoadMotorcyclesConventionnalGasoline2023
TO,PASTRAROAMOR______CONVGAS____16,350.40000000000003,PassengerTransportationRoadMotorcyclesConventionnalGasoline2016
TO,PASTRARAIREG___GOR___DSL____23,560.64,PassengerTransportationRailRegionalGO railDiesel2023
TO,PASTRARAIREG___GOR___ELC____25,560.64,PassengerTransportationRailRegionalGO railElectricity2025
TO,PASTRARAIREG___GOR___HH2____25,560.64,PassengerTransportationRailRegionalGO railHydrogen2025
TO,PASTRARAIREG___GOR___RDSL____23,560.64,PassengerTransportationRailRegionalGO railRenewable Diesel2023
TO,PASTRARAIREG___GOR___DSL____16,560.64,PassengerTransportationRailRegionalGO railDiesel2016
TO,PASTRARAIREG___GOR___ELC____16,560.64,PassengerTransportationRailRegionalGO railElectricity2016
TO,PASTRARAIREG___UPX___DSL____23,560.64,PassengerTransportationRailRegionalUp ExpressDiesel2023
TO,PASTRARAIREG___UPX___ELC____25,560.64,PassengerTransportationRailRegionalUp ExpressElectricity2025
TO,PASTRARAIREG___UPX___HH2____25,560.64,PassengerTransportationRailRegionalUp ExpressHydrogen2025
TO,PASTRARAIREG___UPX___RDSL____23,560.64,PassengerTransportationRailRegionalUp ExpressRenewable Diesel2023
TO,PASTRARAIREG___UPX___DSL____16,560.64,PassengerTransportationRailRegionalUp ExpressDiesel2016
TO,PASTRARAIREG___UPX___ELC____16,560.64,PassengerTransportationRailRegionalUp ExpressElectricity2016
TO,PASTRARAISUB___TSU___DSL____23,350.40000000000003,PassengerTransportationRailSubwaySubwayDiesel2023
TO,PASTRARAISUB___TSU___ELC____25,350.40000000000003,PassengerTransportationRailSubwaySubwayElectricity2025
TO,PASTRARAISUB___TSU___HH2____25,350.40000000000003,PassengerTransportationRailSubwaySubwayHydrogen2025
TO,PASTRARAISUB___TSU___RDSL____23,350.40000000000003,PassengerTransportationRailSubwaySubwayRenewable Diesel2023
TO,PASTRARAISUB___TSU___DSL____16,350.40000000000003,PassengerTransportationRailSubwaySubwayDiesel2016
TO,PASTRARAISUB___TSU___ELC____16,350.40000000000003,PassengerTransportationRailSubwaySubwayElectricity2016
TO,PASTRARAITRM___TST___DSL____23,350.40000000000003,PassengerTransportationRailTramwayStreetcarDiesel2023
TO,PASTRARAITRM___TST___ELC____25,350.40000000000003,PassengerTransportationRailTramwayStreetcarElectricity2025
TO,PASTRARAITRM___TST___HH2____25,350.40000000000003,PassengerTransportationRailTramwayStreetcarHydrogen2025
TO,PASTRARAITRM___TST___RDSL____23,350.40000000000003,PassengerTransportationRailTramwayStreetcarRenewable Diesel2023
TO,PASTRARAITRM___TST___DSL____16,350.40000000000003,PassengerTransportationRailTramwayStreetcarDiesel2016
TO,PASTRARAITRM___TST___ELC____16,350.40000000000003,PassengerTransportationRailTramwayStreetcarElectricity2016
